"omim_id","disease_id"
"OMIM:236730","DOID:0050816"
"OMIM:615112","DOID:0050816"
"OMIM:276900","DOID:0110826"
"OMIM:276904","DOID:0110830"
"OMIM:601067","DOID:0110831"
"OMIM:602083","DOID:0110832"
"OMIM:606943","DOID:0110834"
"OMIM:276901","DOID:0110838"
"OMIM:605472","DOID:0110839"
"OMIM:611383","DOID:0110840"
"OMIM:276902","DOID:0110841"
"OMIM:150699","DOID:13223"
"OMIM:155720","DOID:6039"
"OMIM:606660","DOID:6039"
"OMIM:606661","DOID:6039"
"OMIM:192350","DOID:14679"
"OMIM:276950","DOID:14679"
"OMIM:119300","DOID:0060239"
"OMIM:606713","DOID:0060239"
"OMIM:176200","DOID:4346"
"OMIM:130050","DOID:14756"
"OMIM:192430","DOID:12583"
"OMIM:201475","DOID:0080155"
"OMIM:193000","DOID:9620"
"OMIM:314550","DOID:9620"
"OMIM:610878","DOID:9620"
"OMIM:613674","DOID:9620"
"OMIM:614317","DOID:9620"
"OMIM:614318","DOID:9620"
"OMIM:614319","DOID:9620"
"OMIM:614674","DOID:9620"
"OMIM:615390","DOID:9620"
"OMIM:615963","DOID:9620"
"OMIM:101000","DOID:0111252"
"OMIM:153700","DOID:0050661"
"OMIM:153840","DOID:0050661"
"OMIM:608161","DOID:0050661"
"OMIM:616151","DOID:0050661"
"OMIM:616152","DOID:0050661"
"OMIM:193300","DOID:14175"
"OMIM:613554","DOID:0060574"
"OMIM:193500","DOID:0110948"
"OMIM:193510","DOID:0110950"
"OMIM:277580","DOID:0110953"
"OMIM:613265","DOID:0110954"
"OMIM:613266","DOID:0110955"
"OMIM:614222","DOID:0110718"
"OMIM:615663","DOID:0110719"
"OMIM:277590","DOID:14731"
"OMIM:277600","DOID:0050475"
"OMIM:608328","DOID:0050475"
"OMIM:613195","DOID:0050475"
"OMIM:614819","DOID:0050475"
"OMIM:261800","DOID:4258"
"OMIM:253300","DOID:13137"
"OMIM:277700","DOID:5688"
"OMIM:193670","DOID:0060591"
"OMIM:194050","DOID:1928"
"OMIM:277900","DOID:893"
"OMIM:301000","DOID:9169"
"OMIM:226980","DOID:0090060"
"OMIM:194200","DOID:384"
"OMIM:194190","DOID:0050460"
"OMIM:222300","DOID:0110629"
"OMIM:620151","DOID:14497"
"OMIM:603592","DOID:0070453"
"OMIM:278700","DOID:0110843"
"OMIM:610651","DOID:0110850"
"OMIM:278720","DOID:0110844"
"OMIM:278730","DOID:0110845"
"OMIM:278740","DOID:0110846"
"OMIM:278760","DOID:0110848"
"OMIM:278780","DOID:0110849"
"OMIM:278750","DOID:0110847"
"OMIM:610965","DOID:0060590"
"OMIM:615829","DOID:0070055"
"OMIM:300200","DOID:0080156"
"OMIM:300755","DOID:14179"
"OMIM:301050","DOID:0110034"
"OMIM:302950","DOID:0060292"
"OMIM:303400","DOID:0060613"
"OMIM:304020","DOID:0111008"
"OMIM:300066","DOID:0111735"
"OMIM:302045","DOID:0110461"
"OMIM:300489","DOID:0111196"
"OMIM:307800","DOID:0050445"
"OMIM:300957","DOID:0112056"
"OMIM:312700","DOID:0060763"
"OMIM:308240","DOID:0060705"
"OMIM:304800","DOID:0081060"
"OMIM:216340","DOID:0060589"
"OMIM:619648","DOID:0070473"
"OMIM:617140","DOID:0060953"
